,item_id,labels,en,es-CO,de,context,translation_time
960,vocab-item-109,vocab,the arrow,la flecha,der pfeil,"vocab-item-109

Sheet: translation-items-v2",
961,vocab-item-110,vocab,picking,cosecha,pflücken,"vocab-item-110

Sheet: translation-items-v2",
962,vocab-item-111,vocab,dripping,goteo,tropfen ,"vocab-item-111

Sheet: translation-items-v2",
963,vocab-item-112,vocab,the knight,el caballero,der ritter,"vocab-item-112

Sheet: translation-items-v2",
964,vocab-item-113,vocab,delivering,entregando,liefern,"vocab-item-113

Sheet: translation-items-v2",
965,vocab-item-114,vocab,the dentist,la dentista,der zahnarzt,"vocab-item-114

Sheet: translation-items-v2",
966,vocab-item-115,vocab,the claw,la garra,der Klauenhammer,"vocab-item-115

Sheet: translation-items-v2",
967,vocab-item-116,vocab,the uniform,el uniforme,die uniform,"vocab-item-116

Sheet: translation-items-v2",
968,vocab-item-117,vocab,furry,peludo,pelzig,"vocab-item-117

Sheet: translation-items-v2",
969,vocab-item-118,vocab,the cormorant,el cormorán,der kormoran,"vocab-item-118

Sheet: translation-items-v2",
970,vocab-item-119,vocab,fetch,traer,bringen,"vocab-item-119

Sheet: translation-items-v2",
971,vocab-item-120,vocab,the arcade,la arcada,die arkade,"vocab-item-120

Sheet: translation-items-v2",
972,vocab-item-121,vocab,the artifact,el artefacto,das artefakt,"vocab-item-121

Sheet: translation-items-v2",
973,vocab-item-122,vocab,aversion,aversión,abneigung,"vocab-item-122

Sheet: translation-items-v2",
974,vocab-item-123,vocab,the beret,la boina,die baskenmütze,"vocab-item-123

Sheet: translation-items-v2",
975,vocab-item-124,vocab,applaud,aplaudir,applaudieren,"vocab-item-124

Sheet: translation-items-v2",
976,vocab-item-125,vocab,timid,tímido,schüchtern,"vocab-item-125

Sheet: translation-items-v2",
977,vocab-item-126,vocab,the camp,el campamento,das lager,"vocab-item-126

Sheet: translation-items-v2",
978,vocab-item-127,vocab,tumble,caída,turnen,"vocab-item-127

Sheet: translation-items-v2",
979,vocab-item-128,vocab,concentric,concéntrico,konzentrisch,"vocab-item-128

Sheet: translation-items-v2",
980,vocab-item-129,vocab,the confectionery,la confitería,der Süßigkeiten,"vocab-item-129

Sheet: translation-items-v2",
981,vocab-item-130,vocab,the couturier,el costurero,der Schneider,"vocab-item-130

Sheet: translation-items-v2",
982,vocab-item-131,vocab,degression,disminución,degression,"vocab-item-131

Sheet: translation-items-v2",
983,vocab-item-132,vocab,the divan,el diván,die Ottomane,"vocab-item-132

Sheet: translation-items-v2",
984,vocab-item-133,vocab,the wetland,el humedal,das feuchtgebiet,"vocab-item-133

Sheet: translation-items-v2",
985,vocab-item-134,vocab,the baywindow,la ventana salediza,das erkerfenster,"vocab-item-134

Sheet: translation-items-v2",
986,vocab-item-135,vocab,the aesthete,el esteta,der ästhetik,"vocab-item-135

Sheet: translation-items-v2",
987,vocab-item-136,vocab,ecstatic,extático,ekstatisch,"vocab-item-136

Sheet: translation-items-v2",
988,vocab-item-137,vocab,rickety,desvencijado,heruntergekommen,"vocab-item-137

Sheet: translation-items-v2",
989,vocab-item-138,vocab,gourmet,gourmet,feinschmecker,"vocab-item-138

Sheet: translation-items-v2",
990,vocab-item-139,vocab,gesticulate,gesticular,gestikulieren,"vocab-item-139

Sheet: translation-items-v2",
991,vocab-item-140,vocab,the facade,la fachada,die fassade,"vocab-item-140

Sheet: translation-items-v2",
992,vocab-item-141,vocab,the slope,la pendiente,der hang,"vocab-item-141

Sheet: translation-items-v2",
993,vocab-item-142,vocab,the habit,el hábito,die Angewohnheit,"vocab-item-142

Sheet: translation-items-v2",
994,vocab-item-143,vocab,the intersection,la intersección,die kreuzung,"vocab-item-143

Sheet: translation-items-v2",
995,vocab-item-144,vocab,the irrigation,la irrigación,die bewässerung,"vocab-item-144

Sheet: translation-items-v2",
996,vocab-item-145,vocab,the kazoo,el kazoo,der kazoo,"vocab-item-145

Sheet: translation-items-v2",
997,vocab-item-146,vocab,chat,conversar,quatschen ,"vocab-item-146

Sheet: translation-items-v2",
998,vocab-item-147,vocab,the colony,la colonia,die kolonie,"vocab-item-147

Sheet: translation-items-v2",
999,vocab-item-148,vocab,preserve,preservar,aufbewahren,"vocab-item-148

Sheet: translation-items-v2",
1000,vocab-item-149,vocab,the awning,el toldo,der sonnensegel,"vocab-item-149

Sheet: translation-items-v2",
1001,vocab-item-150,vocab,mammalogy,mamalogía,säugetierkunde,"vocab-item-150

Sheet: translation-items-v2",
1002,vocab-item-151,vocab,the metronome,el metrónomo,das metronom,"vocab-item-151

Sheet: translation-items-v2",
1003,vocab-item-152,vocab,the paleontologist,el paleontólogo,der paläontologe,"vocab-item-152

Sheet: translation-items-v2",
1004,vocab-item-153,vocab,the percussion,la percusión,die perkussion,"vocab-item-153

Sheet: translation-items-v2",
1005,vocab-item-154,vocab,the posterior,la posterior,der hinten,"vocab-item-154

Sheet: translation-items-v2",
1006,vocab-item-155,vocab,precarious,precario,prekär,"vocab-item-155

Sheet: translation-items-v2",
1007,vocab-item-156,vocab,the arbor,el quiosco,der Pavillon,"vocab-item-156

Sheet: translation-items-v2",
1008,vocab-item-157,vocab,resuscitation,resucitación,wiederbelebung,"vocab-item-157

Sheet: translation-items-v2",
1009,vocab-item-158,vocab,the rosette,el rosetón,die rosette,"vocab-item-158

Sheet: translation-items-v2",
1010,vocab-item-159,vocab,the saffron,el azafrán,der safran,"vocab-item-159

Sheet: translation-items-v2",
1011,vocab-item-160,vocab,mischievous,travieso,schelmisch,"vocab-item-160

Sheet: translation-items-v2",
1012,vocab-item-161,vocab,the skimmer,la desnatadora,der abschäumer,"vocab-item-161

Sheet: translation-items-v2",
1013,vocab-item-162,vocab,sedentary,sedentario,sitzend,"vocab-item-162

Sheet: translation-items-v2",
1014,vocab-item-163,vocab,the suede,la gamuza,das wildleder,"vocab-item-163

Sheet: translation-items-v2",
1015,vocab-item-164,vocab,the turnstile,el torniquete,das Drehkreuz,"vocab-item-164

Sheet: translation-items-v2",
1016,vocab-item-165,vocab,the triad,la tríada,die triade,"vocab-item-165

Sheet: translation-items-v2",
1017,vocab-item-166,vocab,dredging,dragado,baggern,"vocab-item-166

Sheet: translation-items-v2",
1018,vocab-item-167,vocab,urban,urbano,städtisch,"vocab-item-167

Sheet: translation-items-v2",
1019,vocab-item-168,vocab,the steam,el vapor,der dampf,"vocab-item-168

Sheet: translation-items-v2",
1020,vocab-item-169,vocab,the vertebra,la vértebra,der wirbel,"vocab-item-169

Sheet: translation-items-v2",
1021,vocab-item-170,vocab,the bandage,el vendaje,der verband,"vocab-item-170

Sheet: translation-items-v2",
1022,vocab-instruct-1,vocab,"In this game, you are going to listen to words and look at different pictures. Your job is to pick the picture that matches the word!","En este juego, escucharás palabras y observarás diferentes imágenes. ¡Tu tarea es elegir la imagen que coincida con la palabra!","In diesem Spiel hörst du Wörter und siehst dir verschiedene Bilder an. Deine Aufgabe ist es, das Bild auszuwählen, das zum Wort passt!","vocab-instruct-1

Sheet: translation-items-v2",
1023,vocab-practice-1,vocab,"You are going to see some different pictures. For example, a picture of an apple and a picture of a carrot. Then, you'll hear a word for one of the pictures. Make sure to pick the picture that matches the word!","A continuación, verás algunas imágenes, por ejemplo, una imagen de una manzana y una imagen de una zanahoria. Luego, escucharás la palabra que identifica una de las imágenes. ¡Asegúrate de elegir la imagen que coincida con la palabra!","Du wirst einige verschiedene Bilder sehen. Zum Beispiel ein Bild von einem Apfel und ein Bild von einer Karotte. Dann hörst du ein Wort zu einem der Bilder. Achte darauf, dass du das Bild auswählst, das zum Wort passt!","vocab-practice-1

Sheet: translation-items-v2",
1024,vocab-instruct-2,vocab,"Some words are hard, and that's okay. If you're not sure, just give your best guess!","Algunas palabras son difíciles, pero no te preocupes, si tienes dudas, ¡haz tu mejor intento!","Manche Wörter sind schwer, und das ist in Ordnung. Wenn du dir nicht sicher bist, gib einfach dein Bestes!","vocab-instruct-2

Sheet: translation-items-v2",
1025,vocab-instruct-3,vocab,"If you need to hear the word again, press the speaker button.","Si necesitas escuchar la palabra otra vez, presiona el botón del altavoz.","Wenn du das Wort noch einmal hören möchtest, drücke die Lautsprechertaste.","vocab-instruct-3

Sheet: translation-items-v2",
1026,shared-intro-devices,trog,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.","shared-intro-devices

Sheet: translation-items-v2",
1027,shared-choose-picture-press-arrow,trog,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.","shared-choose-picture-press-arrow

Sheet: translation-items-v2",
1028,shared-intro-replay,trog,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,You can press the replay button to hear things again. Try it now.,"shared-intro-replay

Sheet: translation-items-v2",
1029,trog-instr1-matching,trog,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.","trog-instr1-matching

Sheet: translation-items-v2",
1030,ChildSurveyIntro,survey,"These questions ask you about how you feel at school and some of the things you do at school. There are no right or wrong answers. Choose the answer that best describes what you think. No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time. The first two are for practice.","Estas preguntas se refieren a cómo te sientes en la escuela, y a algunas de las cosas que haces en la escuela. No hay respuestas correctas ni incorrectas. Elige la respuesta que mejor diga lo que tú piensas. No, nunca; Sí, algunas veces; Sí, muchas veces; Sí, siempre. Las dos primeras preguntas son de práctica.","In diesen Fragen geht es darum, wie du dich in der Schule fühlst und was du in der Schule machst. Es gibt keine richtigen oder falschen Antworten. Wähle die Antwort, die am besten beschreibt, was du denkst. Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer. Die ersten beiden Fragen sind zum Üben.","ChildSurveyIntro

Sheet: translation-items-v2",
1031,Example1Comic,survey,Do you like to read comic books?,¿Te gusta leer historietas (comics)?,Liest du gerne Comics?,"Example1Comic

Sheet: translation-items-v2",
1032,Example2Neat,survey,Are you neat and tidy at school?,¿Eres limpio y ordenado en el colegio?,Bist du in der Schule ordentlich?,"Example2Neat

Sheet: translation-items-v2",
1033,TeacherNice,survey,Is your teacher nice to you?,¿Te trata bien tu profesor?,Ist dein Lehrer nett zu dir?,"TeacherNice

Sheet: translation-items-v2",
1034,TeacherLike,survey,Does your teacher like you?,¿Le caes bien a tu profesor?,Mag dich dein Lehrer?,"TeacherLike

Sheet: translation-items-v2",
1035,TeacherListen,survey,Does your teacher listen to you?,¿Te escucha tu profesor?,Hört dein Lehrer dir zu?,"TeacherListen

Sheet: translation-items-v2",
1036,SchoolFun,survey,Is school fun?,¿Te diviertes en el colegio?,Macht die Schule Spaß?,"SchoolFun

Sheet: translation-items-v2",
1037,SchoolEnjoy,survey,Do you enjoy school?,¿Te gusta la escuela?,"Magst du es, in die Schule zu gehen?","SchoolEnjoy

Sheet: translation-items-v2",
1038,SchoolHappy,survey,Are you happy at school?,¿Te sientes feliz en la escuela?,Bist du glücklich in der Schule?,"SchoolHappy

Sheet: translation-items-v2",
1039,SchoolSafe,survey,Do you feel safe at school?,¿Te sientes seguro o segura en el colegio?,Fühlst du dich in der Schule sicher?,"SchoolSafe

Sheet: translation-items-v2",
1040,ClassFriends,survey,Do you have friends in your class?,¿Tienes amigos o amigas en tu clase?,Hast du Freunde in deiner Klasse?,"ClassFriends

Sheet: translation-items-v2",
1041,ClassHelp,survey,Do the kids in your class help you when you need it?,¿Te ayudan los niños y las niñas de tu clase cuando lo necesitas?,"Helfen dir die Kinder in deiner Klasse, wenn du Hilfe brauchst?","ClassHelp

Sheet: translation-items-v2",
1042,ClassPlay,survey,Do the kids in your class play with you?,¿Los niños y las niñas de tu clase juegan contigo?,Spielen die Kinder in deiner Klasse mit dir?,"ClassPlay

Sheet: translation-items-v2",
1043,ClassNice,survey,Are the kids in your class nice to you?,¿Los niños y las niñas de tu clase son amables contigo?,Sind die Kinder in deiner Klasse nett zu dir?,"ClassNice

Sheet: translation-items-v2",
1044,LonelySchool,survey,Do you feel lonely at school?,¿Te sientes solo o sola en el colegio?,Fühlst du dich in der Schule einsam?,"LonelySchool

Sheet: translation-items-v2",
